name	mean	rank
Alkaliphilus_B oremlandii	3123558	species
Alkaliphilus_B sp015978205	2665441	species
Alkaliphilus_B sp018141165	3862939	species
Alkaliphilus_B sp018919215	3599251	species
Alkaliphilus_C peptidifermentans	4459788	species
Alkaliphilus_C pronyensis	3061315	species
Alkalispirochaeta alkalica	3356598.5	species
Alkalispirochaeta americana	3309052	species
Alkalispirochaeta sp002313505	3813472	species
Alkalispirochaeta sp007117185	3066910	species
Alkalispirochaeta sp007130865	3686310.6666666665	species
Alkalispirochaeta sp007695175	3722212	species
Alkanindiges hydrocarboniclasticus	3297605	species
Alkanindiges illinoisensis	3299408	species
Alkanindiges illinoisensis_A	3059549	species
Alkanindiges sp004173455	3003493	species
Allisonella histaminiformans	1671845.6666666667	species
Allisonella pneumosintes	1202860	species
Allobacillus halotolerans	2630229.5	species
Allobacillus sp007559425	2595246	species
Allobacillus sp018138385	2543747	species
Allobaculum sp015233825	2973165	species
Allobaculum sp910577085	3059746	species
Allobaculum sp910579655	3063766	species
Allobaculum sp910580115	2404867	species
Allobaculum stercoricanis	2052877	species
Allobranchiibius huperziae	3655221	species
Allobranchiibius sp017565405	3713509	species
Allocatelliglobosispora scoriae	9149827	species
Allochristensenella caecavium	1613851	species
Allochromatium humboldtianum	4584820	species
Allochromatium palmeri	4272782	species
Allochromatium tepidum	3384614	species
Allochromatium vinosum	3826843.5	species
Allochromatium warmingii	2958507	species
Alloclostridium intestinigallinarum	1690077.25	species
Allofrancisella frigidaquae	1688258	species
Allofrancisella guangzhouensis	1672947.5	species
Allofrancisella inopinata	1730478	species
Allofustis seminis	1441290	species
Alloiococcus otitis	1840874.5	species
Allokutzneria albata	8541222	species
Allokutzneria sp002155965	8186895	species
Allonocardiopsis opalescens	6972847	species
Alloprevotella pullistercoris	2154759	species
Alloprevotella rava	2575582.5	species
Alloprevotella sp000318095	2553017	species
Alloprevotella sp000431275	2282109	species
Alloprevotella sp000437675	2550313	species
Alloprevotella sp000438115	2284305	species
Alloprevotella sp002314875	2972978	species
Alloprevotella sp002431845	2338545	species
Alloprevotella sp002933955	2678916	species
Alloprevotella sp003265305	2462574	species
Alloprevotella sp003639005	2286104	species
Alloprevotella sp003859795	2306498	species
Alloprevotella sp004552155	2337932	species
Alloprevotella sp004555055	2901996	species
Alloprevotella sp004555425	2335088.5	species
Alloprevotella sp004556745	2332397.25	species
Alloprevotella sp004557035	2242576	species
Alloprevotella sp004557185	2422237	species
Alloprevotella sp004558535	2244629	species
Alloprevotella sp009775705	2470589	species
Alloprevotella sp015257125	2281156.5	species
Alloprevotella sp015259235	2395671	species
Alloprevotella sp017425985	2300566	species
Alloprevotella sp017444485	2235276	species
Alloprevotella sp017461605	2062558	species
Alloprevotella sp017471505	1441326	species
Alloprevotella sp017476545	1980113	species
Alloprevotella sp017477205	2467464	species
Alloprevotella sp017547385	2167799	species
Alloprevotella sp017628555	2320752	species
Alloprevotella sp017933995	2476762	species
Alloprevotella sp018066225	1853891	species
Alloprevotella sp018066245	2591219	species
Alloprevotella sp018383375	2200295	species
Alloprevotella sp900095835	2771606	species
Alloprevotella sp900316575	2260248.5	species
Alloprevotella sp900317635	2264912.75	species
Alloprevotella sp900321445	2303787.6	species
Alloprevotella sp900539625	2636889	species
Alloprevotella sp900540885	2508919.3333333335	species
Alloprevotella sp900541335	2553357	species
Alloprevotella sp900541575	2537400	species
Alloprevotella sp900542795	2689499.6666666665	species
Alloprevotella sp900543155	2509289.5	species
Alloprevotella sp900546605	2419875	species
Alloprevotella sp900768625	2843857	species
Alloprevotella sp900770705	1994731	species
Alloprevotella sp900772575	2595876	species
Alloprevotella sp902796835	1946159	species
Alloprevotella sp905369775	2197222.6666666665	species
Alloprevotella sp905371275	2008003	species
Alloprevotella tannerae	2527097.5	species
Alloprevotella tannerae_A	2205817.5	species
Alloprevotella tannerae_B	2060130	species
Alloprevotella timonensis	3042141.4	species
Allopseudarcicella beregesia	3231072	species
Allopseudarcicella ecclesiirivi	3120203	species
Allopseudarcicella nivalisilvae	3103951.5	species
Allopseudarcicella rosea	2899862	species
Allorhizobium albertimagni	5085061	species
Allorhizobium daejeonense	5131617.666666667	species
Allorhizobium desertarenae	4342374	species
Allorhizobium glycinendophyticum	4843317	species
Allorhizobium halophytocola	5350706	species
Allorhizobium ipomoeae	4385529	species
Allorhizobium lividum	4521451	species
Allorhizobium naphthalenivorans	4956527	species
Allorhizobium naphthalenivorans_A	4816547	species
Allorhizobium oryziradicis	5156254	species
Allorhizobium rhizophilum	5301509.5	species
Allorhizobium rosettiformans	4804777.142857143	species
Allorhizobium selenitireducens	4976687	species
Allorhizobium sp000247475	5505000	species
Allorhizobium sp001296045	4875399	species
Allorhizobium sp001429245	4568917	species
Allorhizobium sp001713475	4815388	species
Allorhizobium sp001724035	4808359	species
Allorhizobium sp002307905	3966323	species
Allorhizobium sp002600635	6284736	species
Allorhizobium sp002796995	5143836.142857143	species
Allorhizobium sp002855515	4802574	species
Allorhizobium sp003248775	4878484	species
Allorhizobium sp003501385	5196443	species
Allorhizobium sp003527225	4808122	species
Allorhizobium sp012276985	5577784	species
Allorhizobium sp012927355	4930044	species
Allorhizobium sp014237835	5087392	species
Allorhizobium sp017599385	4713346.5	species
Allorhizobium sp900156055	4849481	species
Allorhizobium sp900176345	6076270	species
Allorhizobium sp900465605	4865522	species
Allorhizobium sp900465755	5623817	species
Allorhizobium sp900466005	5115537.333333333	species
Allorhizobium sp900466945	5041082.5	species
Allorhizobium sp900470155	5481212	species
Allorhizobium sp900473245	4954007.15	species
Allorhizobium sp900473745	5201652	species
Allorhizobium sp900473805	4897799.666666667	species
Allorhizobium sp902706095	5288166	species
Allorhizobium taibaishanense	5418404	species
Allorhizobium terrae	4607817	species
Allorhizobium thiooxidans	5043386	species
Allorhizobium undicola	4133860	species
Allorhizobium vitis	5829736.785714285	species
Allorhizobium vitis_A	6054532	species
Allorhizobium vitis_B	5826105.285714285	species
Allorhizobium vitis_D	5888570	species
Allorhizobium vitis_E	5911589	species
Allorhizobium vitis_F	4729100	species
Allorhizobium wuzhouense	4932335.5	species
Allorhizocola rhizosphaerae	8809588	species
Alloruminococcus vanvlietii	1826623	species
Allosaccharopolyspora coralli	4832009	species
Allosalinactinospora lopnorensis	5892467	species
Alloscardovia criceti	1884654	species
Alloscardovia macacae	1848377.6666666667	species
Alloscardovia omnicolens	1807077.3333333333	species
Alloscardovia theropitheci	1959824	species
Alloscillospira gallinarum	1630395	species
Alloscillospira sp017519975	2359416	species
Alloscillospira sp017540565	2019321	species
Allosediminivita pacifica	4849144.5	species
Allosphingosinicella deserti	6091880	species
Allosphingosinicella ginsenosidimutans	3041979	species
Allosphingosinicella humi	3026360	species
Allosphingosinicella indica	2807353	species
Allosphingosinicella parva	4487171	species
Allosphingosinicella sp002344055	3326275	species
Allosphingosinicella sp003347635	4950502	species
Allosphingosinicella sp004135585	6077080	species
Allosphingosinicella sp004151485	4703178	species
Allosphingosinicella sp005882415	3299144	species
Allosphingosinicella sp005883305	3028243	species
Allosphingosinicella sp011320075	2974857	species
Allosphingosinicella sp013816585	2824289	species
Allosphingosinicella sp016025255	2421697	species
Allosphingosinicella sp016781555	3379916	species
Allosphingosinicella sp019232625	3623650.3333333335	species
Allosphingosinicella sp019239415	3488889	species
Allosphingosinicella sp019239785	3394647	species
Allosphingosinicella sp902806315	2685486	species
Allosphingosinicella vermicomposti	2507679	species
Allostreptomyces psammosilenae	6645128	species
Alpha-05 sp001603335	2847184	species
Alpha-05 sp002307145	3934823	species
Alpha-05 sp003246625	2685285	species
Alpha-05 sp003250275	3129864	species
Alpha-05 sp900079695	4041834	species
ALPHA2B sp003671765	5919552	species
ALPHA2B sp005503065	6000488	species
ALPHA2B sp018241185	5337302	species
ALPHA2B sp901875635	6146650.5	species
Alpinimonas psychrophila	2241018	species
Alsobacter metallidurans	5082645	species
Alsobacter soli	5190571	species
Alteraurantiacibacter aquimixticola	3433901	species
Alteraurantiacibacter aquimixticola_A	2552891	species
Alteraurantiacibacter arachoides	2941316	species
Alteraurantiacibacter atlanticus	3226359	species
Alteraurantiacibacter buctensis	3772944	species
Alteraurantiacibacter gangjinensis	2724955	species
Alteraurantiacibacter luteus	2887216	species
Alteraurantiacibacter marinus	2835000	species
Alteraurantiacibacter odishensis	3188505	species
Alteraurantiacibacter rhizosphaerae	3418029	species
Alteraurantiacibacter sp002337385	2932201	species
Alteraurantiacibacter sp002367375	2297743	species
Alteraurantiacibacter sp016019885	2668619	species
Alteraurantiacibacter sp902498745	3137644	species
Alteraurantiacibacter spongiae	2855855	species
Alteraurantiacibacter suaedae	3258548	species
Alteraurantiacibacter xanthus	4380877	species
Alteraurantiacibacter zhengii	3803809	species
Altererythrobacter_D litoralis_A	3052398	species
Altererythrobacter_D sp004282995	2089603	species
Altererythrobacter_F oceanensis	2874198	species
Alteribacillus bidgolensis	4683451.666666667	species
Alteribacillus persepolensis	3619097	species
Alteribacillus sp009765375	4578569	species
Alteribacillus_A iranensis	3316135	species
Alteribacter aurantiacus	4023079	species
Alteribacter lacisalsi	4047843	species
Alteribacter natronophilus	3969381	species
Alteribacter populi	4474800.5	species
Alteribacter sp003710255	4180076.5	species
Altericroceibacterium endophyticum	3474520	species
Altericroceibacterium indicum	3106258	species
Altericroceibacterium spongiae	3654751	species
Altericroceibacterium_A xinjiangense	3106580	species
Alteridesulfovibrio inopinatus	5767550	species
Alterileibacterium massiliense	1450823	species
Alterinioella nitratireducens	3599378.5	species
Alteripontixanthobacter maritimus	2676898	species
Alteriqipengyuania bathyomarina	3255504.9	species
Alteriqipengyuania lutimaris	3279984.5	species
Alteriqipengyuania sp000186705	3117324	species
Alteriqipengyuania sp002377695	3007440	species
Alteriqipengyuania sp002729695	3007943.6666666665	species
Alteriqipengyuania sp009993635	2901978	species
Alteriqipengyuania sp015999305	3317720	species
Alteriqipengyuania sp018636735	3116220	species
Alteriqipengyuania_A halimionae	2808696	species
Alteriqipengyuania_A marina	2648589	species
Alteromonas abrolhosensis	4260190.666666667	species
Alteromonas aestuariivivens	3848892	species
Alteromonas aggregata	4801414.222222222	species
Alteromonas alba	5159414	species
Alteromonas antoniana	4948390	species
Alteromonas australica	4023745.6666666665	species
Alteromonas chungwhensis	3985437	species
Alteromonas confluentis	4864964	species
Alteromonas genovensis	4265051.666666667	species
Alteromonas gracilis	4472466.25	species
Alteromonas halophila	3952608	species
Alteromonas hispanica	4202776	species
Alteromonas iocasae	4159483	species
Alteromonas lipolytica	5007556.5	species
Alteromonas lipotrueae	4728112.5	species
Alteromonas lipotrueiana	3758914	species
Alteromonas lutimaris	4123530	species
Alteromonas macleodii	4676128.073170732	species
Alteromonas macleodii_A	4665060	species
Alteromonas mangrovi	4882769	species
Alteromonas marina	4314556	species
Alteromonas mediterranea	4506110.043478261	species
Alteromonas naphthalenivorans	4758298.4	species
Alteromonas oceani	4987953	species
Alteromonas pelagimontana	4447045.5	species
Alteromonas ponticola	3602801	species
Alteromonas portus	4543354	species
Alteromonas profundi	4391362	species
Alteromonas profundi_A	4072044	species
Alteromonas sediminis	4402572.5	species
Alteromonas sp000597705	4633983.5	species
Alteromonas sp000753865	4410064.5	species
Alteromonas sp001885075	4394900	species
Alteromonas sp002335925	4092708.25	species
Alteromonas sp002691625	4484595	species
Alteromonas sp002729795	4934040	species
Alteromonas sp003443615	4447938	species
Alteromonas sp006538325	5000727	species
Alteromonas sp006538345	4615000	species
Alteromonas sp009811415	4587436	species
Alteromonas sp009811495	4403772.666666667	species
Alteromonas sp013373625	5094698	species
Alteromonas sp015644725	3765169	species
Alteromonas sp016405965	4538050	species
Alteromonas sp017794925	4744884	species
Alteromonas sp018100795	4736561	species
Alteromonas sp018222405	4957757	species
Alteromonas sp018860805	4503536	species
Alteromonas sp018860965	4080301	species
Alteromonas stellipolaris	4716900.125	species
Alteromonas_E facilis	3914585	species
Alteromonas_E flava	3646037	species
Alteromonas_E sp018474025	3828537	species
Alteromonas_F sediminis	3963939	species
Alteromonas_F sp017368475	3468228	species
Altiarchaeum hamiconexum	1403340.25	species
Altiarchaeum sp002083985	1584113	species
Altiarchaeum sp002841105	2227043	species
Altiarchaeum sp018260755	1325492.6666666667	species
Altibacter lentus	3160033	species
Altibacter sp002696485	2924138.5	species
Altibacter sp002813135	3033586	species
Altibacter sp014295415	2987299	species
Alysiella crassa	2792811	species
Alysiella filiformis	2408840.5	species
AM-0621 sp900299185	7870607	species
AM-1111 sp900299295	2820763	species
AM-2324 sp900299495	3409227	species
AM51-8 sp003478275	2489580.285714286	species
AM51-8 sp017470985	2383235	species
AM51-8 sp017634455	2087405	species
AM51-8 sp900546435	2453612.6666666665	species
AM51-8 sp900761925	2525280.3333333335	species
Amantichitinum sp001313065	4694667	species
Amantichitinum ursilacus	4928951	species
AMARA-1 sp004524545	2547497	species
AMARA-1 sp016933055	3760042	species
Amaricoccus macauensis	4829273	species
Amaricoccus solimangrovi	4869094	species
Amaricoccus sp003241785	4932422	species
Amaricoccus sp003258405	4370303	species
Amaricoccus sp017993425	4240125	species
Amaricoccus sp017995835	3357326	species
Amazonocrinis nigriterrae	8256472	species
Amazonocrinis sp002368335	8590607	species
Amazonocrinis sp017164015	8587404	species
Amedibacillus dolichus	2060875.857142857	species
Amedibacterium intestinale	2613385.8571428573	species
Amedibacterium sp904395785	1895832	species
Ameyamaea chiangmaiensis	3381612.5	species
Aminicella lysinilytica	2286758	species
Aminicenans sakinawicola	2942200	species
Aminidesulfovibrio aminophilus	3419064	species
Aminidesulfovibrio sp002382645	2862623	species
Aminiphilus circumscriptus	3223212	species
Aminiphilus sp002425685	3205310	species
Aminipila aminobutyricum	3219148	species
Aminipila butyrica	3334849	species
Aminipila sp002455605	2976417.5	species
Aminipila sp004103735	2750839	species
Aminipila terrae	3512404	species
Aminivibrio pyruvatiphilus	3347494	species
Aminivibrio sp009929115	3313919	species
Aminivibrio sp012519165	2186267	species
Aminivibrio sp012523155	2261580	species
Aminivibrio sp016756745	2941343	species
Aminobacter aganoensis	5413150.333333333	species
Aminobacter aminovorans	5867621.5	species
Aminobacter anthyllidis	6717907	species
Aminobacter carboxidus	6416201	species
Aminobacter ciceronei	6825636.285714285	species
Aminobacter niigataensis	5790956	species
Aminobacter sp000372965	6112094	species
Aminobacter sp001724355	3678872	species
Aminobacter sp003148805	5603683	species
Aminobacter sp014534685	4894583	species
Aminobacterium colombiense	1888608.2	species
Aminobacterium mobile	2007390.8666666667	species
Aminobacterium sp002432275	2364287	species
Aminomonas paucivorans	2630170	species
Ammonifex degensii	2157067	species
Ammonifex thiophilus	2111834	species
Ammoniphilus oxalaticus	3319172	species
Ammoniphilus_A resinae	4996620	species
Amnibacterium kyonggiense	3709865	species
Amnibacterium setariae	3482706	species
Amniculibacterium aquaticum	2694251	species
Amniculibacterium sp018266955	2447742	species
Amniculibacterium sp018266965	3011679	species
Amoebophilus asiaticus	1884364	species
Amoebophilus sp001897825	1762822	species
Amorphus coralli	4317545	species
Amphibacillus sp012838505	2325796	species
Amphibacillus sp018919165	2575571	species
Amphibacillus xylanus	2144187	species
Amphibacillus_B sediminis	3447472	species
Amphibacillus_C cookii	3820199	species
Amphibacillus_C jilinensis	3836603	species
Amphibacillus_D marinus	3468523	species
Amphiplicatus metriothermophilus	3160651	species
Amphiplicatus sp016125425	2872314	species
Amphritea atlantica	4735181	species
Amphritea atlantica_A	4486358	species
Amphritea balenae	4703975	species
Amphritea japonica	3816285.5	species
Amphritea opalescens	4124452	species
Amphritea sp016744155	4151203	species
Amphritea sp016924235	4699203	species
Amphritea sp018067325	3301033	species
Amphritea sp018223185	4640825	species
Amphritea spongicola	4964135	species
Amulumruptor caecigallinarius	2608938.285714286	species
Amulumruptor sp001689515	2582359.1666666665	species
Amulumruptor sp900539915	2275965	species
Amulumruptor sp900547825	2428764.5	species
Amycolatopsis acidicola	9465182	species
Amycolatopsis acididurans	8503200	species
Amycolatopsis acidiphila	8099226	species
Amycolatopsis alba	9676287.5	species
Amycolatopsis albispora	9121443	species
Amycolatopsis alkalitolerans	6781179	species
Amycolatopsis anabasis	10940472	species
Amycolatopsis antarctica	6342753	species
Amycolatopsis australiensis	9312140	species
Amycolatopsis azurea	9220681.5	species
Amycolatopsis balhimycina	10828182	species
Amycolatopsis bartoniae	7788717.666666667	species
Amycolatopsis benzoatilytica	8704271	species
Amycolatopsis bullii	9379520	species
Amycolatopsis circi	9804613	species
Amycolatopsis coloradensis	9049490	species
Amycolatopsis decaplanina	8533276	species
Amycolatopsis deserti	7743013	species
Amycolatopsis eburnea	10230128	species
Amycolatopsis echigonensis	9488447.5	species
Amycolatopsis endophytica	7197368	species
Amycolatopsis granulosa	5623989	species
Amycolatopsis japonica	9057863.5	species
Amycolatopsis jejuensis	10103604	species
Amycolatopsis jiangsuensis	8047834	species
Amycolatopsis kentuckyensis	10183912	species
Amycolatopsis keratiniphila	9177137.4	species
Amycolatopsis lexingtonensis	10636973.5	species
Amycolatopsis lurida	8992137	species
Amycolatopsis magusensis	9443615	species
Amycolatopsis mediterranei	10228827.857142856	species
Amycolatopsis methanolica	7217125.5	species
Amycolatopsis nigrescens	9111009	species
Amycolatopsis nivea	9651489.666666666	species
Amycolatopsis oliviviridis	9448616	species
Amycolatopsis orientalis	9276723	species
Amycolatopsis orientalis_D	8920384	species
Amycolatopsis pithecellobii	7899446	species
Amycolatopsis pittospori	8424322	species
Amycolatopsis pretoriensis	10205699	species
Amycolatopsis regifaucium	8281215.666666667	species
Amycolatopsis rhizosphaerae	7666057	species
Amycolatopsis rifamycinica	9202418	species
Amycolatopsis roodepoortensis	8922455.5	species
Amycolatopsis rubida	9996341.75	species
Amycolatopsis saalfeldensis	9861953	species
Amycolatopsis sacchari	7587467	species
Amycolatopsis sp000231075	8394307	species
Amycolatopsis sp002796545	9174234	species
Amycolatopsis sp002849735	9462858.5	species
Amycolatopsis sp002904295	10162752	species
Amycolatopsis sp002904335	10492049	species
Amycolatopsis sp003947415	9039711.666666666	species
Amycolatopsis sp009429145	10352908	species
Amycolatopsis sp013364075	10972864	species
Amycolatopsis sp014145675	9690793	species
Amycolatopsis sp016889705	9798102	species
Amycolatopsis sp017308975	10575343	species
Amycolatopsis sp017309385	9926854	species
Amycolatopsis sp018736145	10375238	species
Amycolatopsis sp902497555	10560374	species
Amycolatopsis suaedae	7543886	species
Amycolatopsis sulphurea	6917324	species
Amycolatopsis taiwanensis	8777509	species
Amycolatopsis thailandensis	9348263	species
Amycolatopsis thermalba	7275024.5	species
Amycolatopsis thermoflava	8459481	species
Amycolatopsis tolypomycina	10363431	species
Amycolatopsis umgeniensis	9225930	species
Amycolatopsis vancoresmycina	9437073.5	species
Amycolatopsis vastitatis	10670026	species
Amycolatopsis viridis	5684261	species
Amycolatopsis xylanica	9406090	species
Amycolatopsis_C halophila	5551297	species
Amycolatopsis_C sp009377385	5107440	species
Amycolatopsis_C sp009377395	4694885	species
Amycolatopsis_C sp009377475	5267529	species
Amycolatopsis_C sp009379975	4736794	species
Amycolatopsis_D cihanbeyliensis	7435439	species
Amycolatopsis_D marina	7020699	species
Amycolatopsis_D palatopharyngis	7012383	species
Amycolatopsis_D sp018885265	7657695	species
Amylibacter cionae	4190336	species
Amylibacter kogurei	2982417	species
Amylibacter lutimaris	4286347	species
Amylibacter sediminis	3863961	species
Amylibacter sp000153745	2026071.2	species
Amylibacter sp002387535	2946135	species
Amylibacter sp009184395	3136101	species
Amylibacter sp014323795	2578993	species
Amylibacter sp016764475	3044766	species
Amylibacter sp018223125	3896796	species
Amylibacter sp019090795	3626690	species
Amylibacter sp900197625	2698895.5	species
Amylibacter sp905181935	2385254	species
Amylibacter sp905182285	2163700	species
Amylibacter ulvae	3169477	species
Amylolactobacillus amylophilus	1563256	species
AN110305 sp008386585	9295578	species
An181 sp002160325	2663189	species
An181 sp910585545	2724192	species
An92 sp002159175	3689993.5	species
An92 sp009935845	3724166	species
An92 sp016901735	3222781	species
An92 sp018374635	3571261	species
An92 sp018917965	2579358	species
An92 sp019114165	2248311	species
An92 sp019115265	2576500	species
An92 sp019118925	2312408.5	species
An92 sp900199495	3295911	species
Anabaena cylindrica	6993072.666666667	species
Anabaena lutea	6059416	species
Anabaena sp000332135	5886741	species
Anabaena sp001858025	5938148	species
Anabaena variabilis_A	6076124	species
Anabaenopsis sp000316625	6329823	species
Anabaenopsis sp003990705	7197381	species
Anabaenopsis sp015207705	7337961	species
Anaerobacillus alkalilacustris	4047432	species
Anaerobacillus alkaliphilus	4909004	species
Anaerobacillus isosaccharinicus	5227144	species
Anaerobacillus_A hwajinpoensis_A	4091520	species
Anaerobacillus_A hwajinpoensis_B	4703322	species
Anaerobacillus_A macyae	4256776	species
Anaerobacillus_A sp002563635	4334559.333333333	species
Anaerobacillus_A sp009818105	4497340	species
Anaerobacillus_A sp017303315	4157308	species
Anaerobacterium chartisolvens	4927187	species
Anaerobiospirillum pullicola	3868705	species
Anaerobiospirillum pullistercoris	3632682	species
Anaerobiospirillum sp900543125	3328501.5	species
Anaerobiospirillum stercoravium	3338730	species
Anaerobiospirillum succiniciproducens	3804739	species
Anaerobiospirillum_A thomasii	3014515	species
Anaerobium acetethylicum	4609043	species
Anaerobranca californiensis	2034462	species
Anaerobranca gottschalkii	2300172	species
Anaerobutyricum avicola	2873140	species
Anaerobutyricum faecale	3294769	species
Anaerobutyricum hallii	3454920.052631579	species
Anaerobutyricum soehngenii	3227428.0833333335	species
Anaerobutyricum sp002494165	2382319	species
Anaerobutyricum sp017433295	2908746	species
Anaerobutyricum sp017459345	2955087	species
Anaerobutyricum sp900754855	2086005	species
Anaerobutyricum sp902767195	2511376	species
Anaerobutyricum sp902782625	2843608	species
Anaerobutyricum sp902782815	2352747	species
Anaerobutyricum sp902783205	2344694	species
Anaerobutyricum sp902795715	2854537	species
Anaerobutyricum sp902796045	2117406	species
Anaerobutyricum sp902796415	2689979	species
Anaerobutyricum sp904502145	2020038	species
Anaerobutyricum stercoripullorum	2682948.5	species
Anaerobutyricum stercoris	3223649.3333333335	species
Anaerococcus degeneri	2166571	species
Anaerococcus hydrogenalis	1910355.4	species
Anaerococcus jeddahensis	1903534	species
Anaerococcus lactolyticus	2071770.5	species
Anaerococcus marasmi	2130060	species
Anaerococcus mediterraneensis	2080215	species
Anaerococcus nagyae	1763432.6	species
Anaerococcus obesiensis	1929604.3333333333	species
Anaerococcus octavius	1955490	species
Anaerococcus pacaensis	2370669	species
Anaerococcus porci	2247546.5	species
Anaerococcus prevotii	2001805	species
Anaerococcus provencensis	2265938	species
Anaerococcus rubeinfantis	1929163	species
Anaerococcus senegalensis	1795828	species
Anaerococcus sp900232825	2033084.5	species
Anaerococcus sp900258475	2045401.5	species
Anaerococcus sp900541365	1685148.5	species
Anaerococcus sp900550345	1405530	species
Anaerococcus tetradius	2080442.5	species
Anaerococcus urinomassiliensis	2190109	species
Anaerococcus vaginalis	1903660.6666666667	species
Anaerococcus vaginalis_B	2023703.5	species
Anaerococcus vaginalis_C	1935562.5	species
Anaerococcus vaginimassiliensis	1766775.5	species
Anaerocolumna aminovalerica	4686083.333333333	species
Anaerocolumna cellulosilytica	5387192	species
Anaerocolumna jejuensis	6621268	species
Anaerocolumna sedimenticola	5500435	species
Anaerocolumna sp000702945	6360979	species
Anaerocolumna sp002294045	5862098	species
Anaerocolumna sp002434335	5132056.5	species
Anaerocolumna sp014218355	5621910	species
Anaerocolumna xylanovorans	5420325	species
Anaeroferrophillus wilburensis	2721050	species
Anaerofilum excrementigallinarum	2610829	species
Anaerofilum faecale	2583145.3333333335	species
Anaerofustis sp900549875	2223802.5	species
Anaerofustis stercorihominis	2326378.6666666665	species
Anaerofustis stercorihominis_A	2027776	species
Anaeroglobus geminatus	1764470.3333333333	species
Anaeroglobus massiliensis	1698321.6666666667	species
Anaeroglobus micronuciformis	1620073.0714285714	species
Anaeroglobus vaginalis	2210403	species
Anaerohalosphaera lusitana	4250973	species
Anaerolinea thermolimosa	4173865	species
Anaerolinea thermophila	3532378	species
Anaeromassilibacillus senegalensis	3511751	species
Anaeromassilibacillus sp001305115	2966248.4	species
Anaeromassilibacillus sp015667585	3205302	species
Anaeromassilibacillus stercoravium	2578689.230769231	species
Anaeromicrobium sediminis	4710588	species
Anaeromusa acidaminophila	3407136	species
Anaeromusa sp009929485	3216546	species
Anaeromyxobacter dehalogenans	5045480.5	species
Anaeromyxobacter dehalogenans_B	5013479	species
Anaeromyxobacter sp000017505	5277990	species
Anaeromyxobacter sp000964525	4863754	species
Anaerophaga thermohalophila	4324239	species
Anaerophaga thermohalophila_A	4543205	species
Anaeroplasma bactoclasticum	2199979	species
Anaeroplasma faecigallinarum	1278510	species
Anaeroplasma sp002449755	1832515	species
Anaeroplasma sp015059145	1432641	species
Anaeroplasma sp016280975	1590570	species
Anaeroplasma sp016282815	1429586	species
Anaeroplasma sp016288855	1770187	species
Anaeroplasma sp017441525	1408425	species
Anaeroplasma sp017444645	1586922	species
Anaeroplasma sp017449215	1926131.5	species
Anaeroplasma sp017454375	1800779	species
Anaeroplasma sp017524905	1748025	species
Anaeroplasma sp017542485	1693672	species
Anaeroplasma sp900767915	1902160	species
Anaeroplasma sp900770055	1902494	species
Anaeroplasma sp902783745	1442291	species
Anaeroplasma sp902796895	1446684	species
Anaeroplasma sp905236105	1645733	species
Anaeroplasma sp905236965	1497236	species
Anaerorhabdus furcosa	2406951	species
Anaerosacchariphilus polymeriproducens	3815928	species
Anaerosalibacter bizertensis	2470699	species
Anaerosalibacter massiliensis	3196602	species
Anaerosalibacter_A sp900155565	2498319	species
Anaerosolibacter carboniphilus	5180073	species
Anaerosphaera aminiphila	2021907	species
Anaerosphaera mikwangii	1534571	species
Anaerosphaera multitolerans	2233538	species
Anaerosphaera stercorisuis	1795400	species
Anaerospora hongkongensis	4632311	species
Anaerospora sp002337925	4141589.5	species
Anaerosporobacter mobilis	5217774	species
Anaerosporobacter sp012070565	4589105	species
Anaerosporobacter sp018372435	4943434.5	species
Anaerosporomusa sp900542835	3559920	species
Anaerosporomusa subterranea	3968191	species
Anaerostipes avistercoris	2832535	species
Anaerostipes butyraticus	2749542.25	species
Anaerostipes caccae	3405809.1818181816	species
Anaerostipes excrementavium	2697076.6666666665	species
Anaerostipes hadrus	2947696.810810811	species
Anaerostipes hadrus_A	2549365.25	species
Anaerostipes rhamnosivorans	3363844.3333333335	species
Anaerostipes sp000508985	3258655.5454545454	species
Anaerostipes sp001940315	2496055	species
Anaerostipes sp018381315	3533433	species
Anaerostipes sp018918155	2526750	species
Anaerostipes sp900066705	2757437	species
Anaerostipes sp900756035	3616712	species
Anaerotalea alkaliphila	2980040	species
Anaerotignum faecicola	2246812.9	species
Anaerotignum lactatifermentans	2711343.285714286	species
Anaerotignum lactatifermentans_A	2598086.3333333335	species
Anaerotignum merdipullorum	2190039	species
Anaerotignum neopropionicum	3194881	species
Anaerotignum propionicum	3098555	species
Anaerotignum sp001304995	2570324	species
Anaerotignum sp002299545	2761193	species
Anaerotignum sp002316675	2551980	species
Anaerotignum sp002380805	3087416	species
Anaerotignum sp004557645	2181022	species
Anaerotignum sp009929735	2798169	species
Anaerotignum sp017442465	2044051	species
Anaerotignum sp017483025	2164382	species
Anaerotignum sp017523325	1660574	species
Anaerotignum sp905212195	2254003	species
Anaerotignum sp905214825	1910069	species
Anaerotignum sp910576545	2994046	species
Anaerotignum sp910578425	2563430	species
Anaerotruncus colihominis	3514088.9375	species
Anaerotruncus colihominis_A	3342560	species
Anaerotruncus excrementipullorum	2094528.5	species
Anaerotruncus massiliensis	2933075.6	species
Anaerotruncus massiliensis_A	3680435	species
Anaerotruncus rubiinfantis	3413611	species
Anaerotruncus sp000403395	3620242.285714286	species
